,0
0,0.06685720384120941
1,0.06988266110420227
2,0.07014039903879166
3,0.06820418685674667
4,0.06983108818531036
5,0.06983768939971924
6,0.06958065927028656
7,0.06935097277164459
8,0.06909746676683426
9,0.06985712051391602
10,0.06965018808841705
11,0.06928544491529465
12,0.06837765872478485
13,0.06670239567756653
14,0.06547270715236664
15,0.06654143333435059
16,0.06483250111341476
17,0.062161434441804886
18,0.06308010965585709
19,0.06229051575064659
20,0.06126368045806885
21,0.06045114994049072
22,0.0607118085026741
23,0.0606064647436142
24,0.06192459538578987
25,0.061377838253974915
26,0.06243950128555298
27,0.06143491715192795
28,0.05982060730457306
29,0.06164795532822609
30,0.0593009851872921
31,0.059076935052871704
32,0.06093612313270569
33,0.060049571096897125
34,0.06053528934717178
35,0.06206221505999565
36,0.05894405394792557
37,0.059846486896276474
38,0.05924404785037041
39,0.05943889170885086
40,0.05732870101928711
41,0.05713363364338875
42,0.05551357567310333
43,0.05563732609152794
44,0.05429522693157196
45,0.05307304486632347
46,0.054237380623817444
47,0.054731033742427826
48,0.05603719502687454
49,0.05713368579745293
50,0.05735029652714729
51,0.05843174085021019
52,0.06179887056350708
53,0.06218187138438225
54,0.06156102195382118
55,0.0629243478178978
56,0.06554444134235382
57,0.06867210566997528
58,0.0702885165810585
59,0.07215450704097748
60,0.07611889392137527
61,0.07790146768093109
62,0.07714280486106873
63,0.07834838330745697
64,0.08023171126842499
65,0.08023755252361298
66,0.07980330288410187
67,0.07824873924255371
68,0.07798105478286743
69,0.07824505865573883
70,0.07838229835033417
71,0.07623373717069626
72,0.07769505679607391
73,0.07704193890094757
74,0.07622972875833511
75,0.07500000298023224
76,0.07442343235015869
77,0.07433578372001648
78,0.07464534789323807
79,0.07381030917167664
80,0.07434303313493729
81,0.07348320633172989
82,0.07358063757419586
83,0.07204659283161163
84,0.07158459722995758
85,0.06948409974575043
86,0.0705161839723587
87,0.07034766674041748
88,0.07001116126775742
89,0.06988249719142914
90,0.07006455957889557
91,0.07080581784248352
92,0.06963203847408295
93,0.0699179396033287
94,0.06939079612493515
95,0.06970806419849396
96,0.06986583769321442
97,0.07003790140151978
98,0.07009969651699066
99,0.07092943042516708
100,0.07149980962276459
101,0.0710156261920929
102,0.07175999879837036
103,0.07189053297042847
104,0.07173746079206467
105,0.07206203043460846
106,0.07175391912460327
107,0.07031449675559998
108,0.06867425888776779
109,0.06927511841058731
110,0.06967616826295853
111,0.0686478540301323
112,0.0688801109790802
113,0.0691244900226593
114,0.06554660201072693
115,0.06413956731557846
116,0.06336697190999985
117,0.06447196006774902
118,0.06123792380094528
119,0.060605116188526154
120,0.059630490839481354
121,0.05860276147723198
122,0.05795074999332428
123,0.056748680770397186
124,0.056274086236953735
125,0.05787648260593414
126,0.0601235032081604
127,0.05931665748357773
128,0.0587485246360302
129,0.055624015629291534
130,0.057643406093120575
131,0.058663301169872284
132,0.05689283832907677
133,0.056773591786623
134,0.05867500603199005
135,0.05744184926152229
136,0.05767349898815155
137,0.056613463908433914
138,0.0571369007229805
139,0.05714914947748184
140,0.05737830698490143
141,0.057384051382541656
142,0.05772911384701729
143,0.058587875217199326
144,0.05814973637461662
145,0.058898016810417175
146,0.059612471610307693
147,0.06183665618300438
148,0.060801636427640915
149,0.06048901379108429
150,0.06142396107316017
151,0.062343329191207886
152,0.062201209366321564
153,0.0610843189060688
154,0.06212954968214035
155,0.0635707676410675
156,0.06278601288795471
157,0.061570364981889725
158,0.06188424676656723
159,0.06386169791221619
160,0.06538894772529602
161,0.0651526153087616
162,0.06430776417255402
163,0.06560063362121582
164,0.06665712594985962
165,0.06722315400838852
166,0.06857779622077942
167,0.0685158222913742
168,0.06635759770870209
169,0.06874419748783112
170,0.06943272054195404
171,0.0705852210521698
172,0.0720425546169281
173,0.07380778342485428
174,0.07834078371524811
175,0.07999308407306671
176,0.08053749799728394
177,0.08235840499401093
178,0.0860002189874649
179,0.08783195912837982
180,0.0870913714170456
181,0.09029468894004822
182,0.09581851214170456
183,0.09744855016469955
184,0.09585530310869217
185,0.09935678541660309
186,0.10384590178728104
187,0.104320228099823
188,0.10359988361597061
189,0.1045951098203659
190,0.10764370858669281
191,0.10872182250022888
192,0.10348744690418243
193,0.10505295544862747
194,0.10693466663360596
195,0.10804187506437302
196,0.10600518435239792
197,0.1072467714548111
198,0.1057354211807251
199,0.10757492482662201
200,0.10848556458950043
201,0.10886989533901215
202,0.11094450205564499
203,0.11269617825746536
204,0.11305960267782211
205,0.11532048881053925
206,0.1120360791683197
207,0.11251139640808105
208,0.11246080696582794
209,0.11278587579727173
210,0.11105388402938843
211,0.11354541778564453
212,0.11383084952831268
213,0.11765429377555847
214,0.1178160011768341
215,0.12056337296962738
216,0.1263090819120407
217,0.12620213627815247
218,0.1315535604953766
219,0.13129669427871704
220,0.1382579207420349
221,0.1376785784959793
222,0.13773666322231293
223,0.142765611410141
224,0.14788813889026642
225,0.14992813766002655
226,0.1501971036195755
227,0.15300199389457703
228,0.1580376923084259
229,0.15724484622478485
230,0.1556536704301834
231,0.15616364777088165
232,0.15802104771137238
233,0.1565873771905899
234,0.15441042184829712
235,0.15315407514572144
236,0.15469050407409668
237,0.1542155146598816
238,0.15326116979122162
239,0.15336737036705017
240,0.1513587385416031
241,0.15308208763599396
242,0.1548026204109192
243,0.15309125185012817
244,0.15565571188926697
245,0.15408889949321747
246,0.15411876142024994
247,0.1542622148990631
248,0.15259093046188354
249,0.1551707535982132
250,0.15539516508579254
251,0.16037744283676147
252,0.16000252962112427
253,0.16165398061275482
254,0.16231361031532288
255,0.16285012662410736
256,0.1657671183347702
257,0.16366587579250336
258,0.16384974122047424
259,0.16402164101600647
260,0.1641094982624054
261,0.16496767103672028
262,0.16230595111846924
263,0.1584409475326538
264,0.15547549724578857
265,0.155398428440094
266,0.15179331600666046
267,0.14979618787765503
268,0.1513727754354477
269,0.14892008900642395
270,0.153446763753891
271,0.14858469367027283
272,0.14934153854846954
273,0.1484011560678482
274,0.14907343685626984
275,0.1493993103504181
276,0.15070170164108276
277,0.15049435198307037
278,0.15260949730873108
279,0.15355443954467773
280,0.15629726648330688
281,0.15726347267627716
282,0.16161029040813446
283,0.16559633612632751
284,0.1681530922651291
285,0.17128732800483704
286,0.17814409732818604
287,0.18023663759231567
288,0.18759235739707947
289,0.1908446103334427
290,0.19468018412590027
291,0.20027342438697815
292,0.20745554566383362
293,0.21102306246757507
294,0.21470625698566437
295,0.21757721900939941
296,0.21957018971443176
297,0.2228218913078308
298,0.22769299149513245
299,0.2309209406375885
300,0.23645184934139252
301,0.23254546523094177
302,0.23525044322013855
303,0.23027706146240234
304,0.23450344800949097
305,0.24376180768013
306,0.24771952629089355
307,0.258802205324173
308,0.2634514272212982
309,0.27481162548065186
310,0.28632688522338867
311,0.29492783546447754
312,0.3033647835254669
313,0.31272092461586
314,0.3201786279678345
315,0.31578367948532104
316,0.32799071073532104
317,0.33665984869003296
318,0.35567986965179443
319,0.3651178777217865
320,0.3630412817001343
321,0.375049352645874
322,0.3623604476451874
323,0.3706146776676178
324,0.3739355802536011
325,0.3693297207355499
326,0.37372690439224243
327,0.37205222249031067
328,0.3661649525165558
329,0.360226035118103
330,0.36191868782043457
331,0.35941416025161743
332,0.3644506335258484
333,0.35923701524734497
334,0.3595960736274719
335,0.363747239112854
336,0.3502110242843628
337,0.3619694411754608
338,0.3610643148422241
339,0.3629533052444458
340,0.36818426847457886
341,0.36061322689056396
342,0.36530306935310364
343,0.36108672618865967
344,0.36719995737075806
345,0.37329354882240295
346,0.37384432554244995
347,0.36863839626312256
348,0.3675229251384735
349,0.36732006072998047
350,0.3679018020629883
351,0.3676631450653076
352,0.3669302463531494
353,0.35995620489120483
354,0.3597011864185333
355,0.3550814986228943
356,0.3551054000854492
357,0.35252392292022705
358,0.3486021161079407
359,0.35215598344802856
360,0.34967586398124695
361,0.3463551998138428
362,0.33972567319869995
363,0.33636441826820374
364,0.3360709249973297
365,0.33594149351119995
366,0.3324033319950104
367,0.3301253616809845
368,0.3196362853050232
369,0.31320109963417053
370,0.31350067257881165
371,0.3171178102493286
372,0.312835156917572
373,0.315046101808548
374,0.3107648491859436
375,0.3062945306301117
376,0.3004125952720642
377,0.3022124469280243
378,0.3027298152446747
379,0.3064463138580322
380,0.30303433537483215
381,0.2964036762714386
382,0.29737669229507446
383,0.30059993267059326
384,0.31187745928764343
385,0.31940609216690063
386,0.32244712114334106
387,0.3238884508609772
388,0.325544148683548
389,0.32564449310302734
390,0.33171403408050537
391,0.3375025689601898
392,0.3373135030269623
393,0.34321948885917664
394,0.34341830015182495
395,0.3479894697666168
396,0.3562466502189636
397,0.3493497967720032
398,0.3540641963481903
399,0.34787625074386597
400,0.3491392731666565
401,0.3536491096019745
402,0.3505857288837433
403,0.3520575761795044
404,0.34823867678642273
405,0.3517225384712219
406,0.3544115722179413
407,0.35460734367370605
408,0.35657110810279846
409,0.3535376191139221
410,0.3541739583015442
411,0.3547067642211914
412,0.35228797793388367
413,0.35223934054374695
414,0.35010454058647156
415,0.35061943531036377
416,0.34733495116233826
417,0.34370070695877075
418,0.34140798449516296
419,0.3360971212387085
420,0.3320966958999634
421,0.32901227474212646
422,0.3242230713367462
423,0.3196270763874054
424,0.31525278091430664
425,0.30955109000205994
426,0.3063829243183136
427,0.30217981338500977
428,0.3023701310157776
429,0.3023183345794678
430,0.29670193791389465
431,0.2986370325088501
432,0.2959074079990387
433,0.29163888096809387
434,0.2917464077472687
435,0.2799418568611145
436,0.27930739521980286
437,0.2801840901374817
438,0.2788938581943512
439,0.2777386009693146
440,0.2716239392757416
441,0.2737278938293457
442,0.28082436323165894
443,0.28478801250457764
444,0.28830015659332275
445,0.29026350378990173
446,0.2863674759864807
447,0.29623734951019287
448,0.30133384466171265
449,0.3090038299560547
450,0.31919774413108826
451,0.3242233395576477
452,0.3255849778652191
453,0.3252657651901245
454,0.3279916048049927
455,0.33246591687202454
456,0.3381880819797516
457,0.34701889753341675
458,0.340946227312088
459,0.3383799195289612
460,0.3331514894962311
461,0.33133363723754883
462,0.3343227505683899
463,0.32441985607147217
464,0.31591707468032837
465,0.3006100356578827
466,0.29137182235717773
467,0.2919002175331116
468,0.2892118990421295
469,0.29009348154067993
470,0.28308290243148804
471,0.2828400135040283
472,0.2787313163280487
473,0.2777707874774933
474,0.2770306468009949
475,0.27425575256347656
476,0.27705657482147217
477,0.2633640766143799
478,0.26583683490753174
479,0.267122745513916
480,0.2722308337688446
481,0.2789420485496521
